"Any","Id_aforament","Mes","Codi_tipus_dia","Desc_tipus_dia","Valor_IMD"
2019,"10012",10,4,"Dissabte",4700
2019,"10012",10,5,"Diumenge",3764
2019,"10012",11,1,"Dilluns",6211
2019,"10012",11,2,"Laborable",6372
2019,"10012",11,3,"Divendres",6718
2019,"10012",11,4,"Dissabte",4797
2019,"10012",11,5,"Diumenge",3522
2019,"10012",12,1,"Dilluns",6172
2019,"10012",12,2,"Laborable",6409
2019,"10012",12,3,"Divendres",6155
2019,"10012",12,4,"Dissabte",4572
2019,"10012",12,5,"Diumenge",3727
2019,"10013",1,1,"Dilluns",4635
2019,"10013",1,2,"Laborable",4775
2019,"10013",1,3,"Divendres",4964
2019,"10013",1,4,"Dissabte",3994
2019,"10013",1,5,"Diumenge",2730
2019,"10013",2,1,"Dilluns",4744
2019,"10013",2,2,"Laborable",4846
2019,"10013",2,3,"Divendres",4977
2019,"10013",2,4,"Dissabte",4036
2019,"10013",2,5,"Diumenge",2702
2019,"10013",3,1,"Dilluns",4819
2019,"10013",3,2,"Laborable",4959
2019,"10013",3,3,"Divendres",5127
2019,"10013",3,4,"Dissabte",4083
2019,"10013",3,5,"Diumenge",2715
2019,"10013",4,1,"Dilluns",5037
2019,"10013",4,2,"Laborable",4742
2019,"10013",4,3,"Divendres",5277
2019,"10013",4,4,"Dissabte",4014
2019,"10013",4,5,"Diumenge",2635
2019,"10013",5,1,"Dilluns",5011
2019,"10013",5,2,"Laborable",5089
2019,"10013",5,3,"Divendres",5620
2019,"10013",5,4,"Dissabte",4283
2019,"10013",5,5,"Diumenge",3287
2019,"10013",6,1,"Dilluns",5239
2019,"10013",6,2,"Laborable",5175
2019,"10013",6,3,"Divendres",5369
2019,"10013",6,4,"Dissabte",4196
2019,"10013",6,5,"Diumenge",2894
2019,"10013",7,1,"Dilluns",4987
2019,"10013",7,2,"Laborable",4971
2019,"10013",7,3,"Divendres",5231
2019,"10013",7,4,"Dissabte",4098
2019,"10013",7,5,"Diumenge",3045
2019,"10013",8,1,"Dilluns",3636
2019,"10013",8,2,"Laborable",3823
2019,"10013",8,3,"Divendres",3924
2019,"10013",8,4,"Dissabte",3245
2019,"10013",8,5,"Diumenge",2522
2019,"10013",9,1,"Dilluns",4715
2019,"10013",9,2,"Laborable",4686
2019,"10013",9,3,"Divendres",4787
2019,"10013",9,4,"Dissabte",3538
2019,"10013",9,5,"Diumenge",2499
2019,"10013",10,1,"Dilluns",5032
2019,"10013",10,2,"Laborable",4941
2019,"10013",10,3,"Divendres",4646
2019,"10013",10,4,"Dissabte",3651
2019,"10013",10,5,"Diumenge",2727
2019,"10013",11,1,"Dilluns",4865
2019,"10013",11,2,"Laborable",4754
2019,"10013",11,3,"Divendres",5001
2019,"10013",11,4,"Dissabte",3832
2019,"10013",11,5,"Diumenge",2611
2019,"10013",12,1,"Dilluns",4765
2019,"10013",12,2,"Laborable",4897
2019,"10013",12,3,"Divendres",4807
2019,"10013",12,4,"Dissabte",3877
2019,"10013",12,5,"Diumenge",3002
2019,"10014",1,1,"Dilluns",1694
2019,"10014",1,2,"Laborable",1766
2019,"10014",1,3,"Divendres",1850
2019,"10014",1,4,"Dissabte",1382
2019,"10014",1,5,"Diumenge",1095
2019,"10014",2,1,"Dilluns",1677
2019,"10014",2,2,"Laborable",1676
2019,"10014",2,3,"Divendres",1779
2019,"10014",2,4,"Dissabte",1507
2019,"10014",2,5,"Diumenge",1141
2019,"10014",3,1,"Dilluns",1604
2019,"10014",3,2,"Laborable",1641
2019,"10014",3,3,"Divendres",1741
2019,"10014",3,4,"Dissabte",1465
2019,"10014",3,5,"Diumenge",1143
2019,"10014",4,1,"Dilluns",1621
2019,"10014",4,2,"Laborable",1647
2019,"10014",4,3,"Divendres",1624
2019,"10014",4,4,"Dissabte",1314
2019,"10014",4,5,"Diumenge",1049
2019,"10014",5,1,"Dilluns",1640
2019,"10014",5,2,"Laborable",1669
2019,"10014",5,3,"Divendres",1941
2019,"10014",5,4,"Dissabte",1555
2019,"10014",5,5,"Diumenge",1294
2019,"10014",6,1,"Dilluns",1693
2019,"10014",6,2,"Laborable",1675
2019,"10014",6,3,"Divendres",1695
2019,"10014",6,4,"Dissabte",1512
2019,"10014",6,5,"Diumenge",1210
2019,"10014",7,1,"Dilluns",1589
2019,"10014",7,2,"Laborable",1615
2019,"10014",7,3,"Divendres",1650
2019,"10014",7,4,"Dissabte",1478
2019,"10014",7,5,"Diumenge",1193
2019,"10014",8,1,"Dilluns",1499
2019,"10014",8,2,"Laborable",1516
2019,"10014",8,3,"Divendres",1511
2019,"10014",8,4,"Dissabte",1326
2019,"10014",8,5,"Diumenge",1178
2019,"10014",9,1,"Dilluns",1596
2019,"10014",9,2,"Laborable",1691
2019,"10014",9,3,"Divendres",1733
2019,"10014",9,4,"Dissabte",1452
2019,"10014",9,5,"Diumenge",1100
2019,"10014",10,1,"Dilluns",1647
2019,"10014",10,2,"Laborable",1647
2019,"10014",10,3,"Divendres",1612
2019,"10014",10,4,"Dissabte",1362
2019,"10014",10,5,"Diumenge",1128
2019,"10014",11,1,"Dilluns",1693
2019,"10014",11,2,"Laborable",1715
2019,"10014",11,3,"Divendres",1729
